第1集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E01.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HR-HDTV.AC3.1024X576.x264.mkv|517208440|5f63811dae697a17e1a38b4a2a128893|h=aqbeyfqkxrwtbxxdc6gvgrpt6nwx7gki|/
第2集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E02.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HR-HDTV.AC3.1024X576.x264.mkv|514011440|adeddc086191eb6f171a7c5061d7626a|h=ano7hjhj7iuhs4ux74426nvlulussnop|/
第3集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E03.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HR-HDTV.AC3.1024X576.x264.mkv|509785080|3e0951d204d05aa5b39931a4c3de865f|h=d5tuuft5vtlvwyshyxz7beg5bkg2tlpq|/
第4集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E04.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HR-HDTV.AC3.1024X576.x264.mkv|516583202|841d324a7a4397a4fc69c1448bea792c|h=dnrq7tj47ba54lqw2f4srofjyfrkxzze|/
第5集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E05.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HR-HDTV.AC3.1024X576.x264.mkv|511270139|6f4d3ad474aecac44a41de9674516da4|h=w3ujgzma6uyasvf3dopi6r5uovljssiw|/
第6集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E06.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HR-HDTV.AC3.1024X576.x264.mkv|509161553|61f6533ba1a2ba6a0a1960d6874f95b5|h=jeofkrw3alyrs2mblr5xk5kljkolpv3b|/
第7集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E07.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HR-HDTV.AC3.1024X576.x264.mkv|514591941|2d92096bf3b36ae8286c6b07c64e5f3c|h=iplonblx274kuxsrtjxs4623fg5kh7d2|/
第8集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E08.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HR-HDTV.AC3.1024X576.x264.mkv|494558291|c594ae3b79ecc7d4c0e502e3e7649f9b|h=edebujxfm4gzizh22vhr4nmkbznq3e7w|/
第9集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E09.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HR-HDTV.AC3.1024X576.x264.mkv|509155587|18af43a957545888445a62c91c1ac8eb|h=q3ifwb25y6onjbulplecu46q3g4zbr2a|/
第10集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E10.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HDTVrip.AC3.1024X576.x264.mkv|508920744|e148db3fed7df5bc131de78b66eeafc8|h=5qxo75pvmmrdfx5n24tjnm7mx56lzd6e|/
第11集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E11.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HDTVrip.AC3.1024X576.x264.mkv|504861414|1a406f321e28b45651c84189089f0271|h=3ozrup4q5wn67pswuwlb7l7fn376bv3w|/
第12集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E12.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HDTVrip.AC3.1024X576.x264.mkv|508809565|35750b17ea25242593901c0f8dfdfea6|h=wsvjac3whp5jycn3gfumufuqiz66rvxd|/
第13集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E13.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HDTVrip.AC3.1024X576.x264.mkv|509359412|3b9203704f9d5889857f7f398c03f439|h=h7m5hdp2damc5gsmmjiwytk3nkii5plo|/
第14集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E14.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HDTVrip.AC3.1024X576.x264.mkv|506184599|1f09af3fe660fd93f178c2d76d7667a5|h=aydvrzkdxghojvjua2vcnafkn4kr5ukq|/
第15集.HR-HDTV.第十六季.mkv: ed2k://|file|%E8%80%81%E5%A4%A7%E5%93%A5.Big.Brother.US.S16E15.%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95.HDTVrip.AC3.1024X576.x264.mkv|509948435|9baa667fa4aac24f71a65c6d2c83e8a9|h=ikfdqjd3ofv7d7pl7tpita7o27ciliaw|/
